run_id,strategy_id,symbol,side,opened_at,closed_at,duration_seconds,quantity,entry_price,exit_price,gross_pnl_eur,net_pnl_eur,fees_eur,slippage_eur,spread_cost_eur,latency_cost_eur,entry_reason,exit_reason,regime,metadata
relative_value_2026_06_22,relative_value_long_only,LINKEUR,buy,2026-06-02T14:30:00+00:00,2026-06-02T15:30:00+00:00,3600.0,13.463425930289073,7.42753,7.3414,-1.1596048753757955,-2.133922811486454,0.7953615804984968,0.07953615804984968,0.07953615804984968,0.01988403951246242,relative_value_negative_zscore_long_only,zscore_mean_reversion,,"{""cointegration_pvalue"": null, ""correlation"": 0.74963505, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 159.649347, ""hedge_ratio"": 0.9300818, ""mae_bps"": -188.55528, ""mfe_bps"": 54.7019, ""reference_execution"": ""none"", ""reference_symbols"": [""DOTEUR""], ""relationship_id"": ""LINKEUR_vs_DOTEUR"", ""zscore"": -3.3566496}"
relative_value_2026_06_22,relative_value_long_only,LINKEUR,buy,2026-06-03T14:30:00+00:00,2026-06-03T16:15:00+00:00,6300.0,13.586123448543866,7.27913,7.1335474,-1.9779031755599823,-2.93738400602413,0.7832496575217531,0.0783249657521753,0.0783249657521753,0.019581241438043826,relative_value_negative_zscore_long_only,fixed_stop_loss,,"{""cointegration_pvalue"": null, ""correlation"": 0.82493233, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 156.69385, ""hedge_ratio"": 0.7022123, ""mae_bps"": -263.506765, ""mfe_bps"": 37.724288, ""reference_execution"": ""none"", ""reference_symbols"": [""DOTEUR""], ""relationship_id"": ""LINKEUR_vs_DOTEUR"", ""zscore"": -2.50432129}"
relative_value_2026_06_22,relative_value_long_only,ADAEUR,buy,2026-06-03T16:30:00+00:00,2026-06-03T19:45:00+00:00,11700.0,550.205042808217,0.179907,0.17630886,-1.9797147727299576,-2.94007440898126,0.7839670500010634,0.07839670500010633,0.07839670500010633,0.019599176250026582,relative_value_negative_zscore_long_only,fixed_stop_loss,,"{""cointegration_pvalue"": null, ""correlation"": 0.8729856, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 176.986119, ""hedge_ratio"": 0.92984121, ""mae_bps"": -207.607264, ""mfe_bps"": 94.104176, ""reference_execution"": ""none"", ""reference_symbols"": [""XRPZEUR""], ""relationship_id"": ""ADAEUR_vs_XRPZEUR"", ""zscore"": -2.71405232}"
relative_value_2026_06_22,relative_value_long_only,ADAEUR,buy,2026-06-04T03:15:00+00:00,2026-06-04T06:45:00+00:00,12600.0,576.7677035128642,0.170602,0.170191,-0.2370515261437841,-1.2001876664617557,0.7862335839330381,0.07862335839330381,0.07862335839330381,0.019655839598325953,relative_value_negative_zscore_long_only,zscore_mean_reversion,,"{""cointegration_pvalue"": null, ""correlation"": 0.90673213, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 268.165378, ""hedge_ratio"": 2.02460384, ""mae_bps"": -136.282107, ""mfe_bps"": 149.470698, ""reference_execution"": ""none"", ""reference_symbols"": [""XRPZEUR""], ""relationship_id"": ""ADAEUR_vs_XRPZEUR"", ""zscore"": -2.48041328}"
relative_value_2026_06_22,relative_value_long_only,AVAXEUR,buy,2026-06-04T11:00:00+00:00,2026-06-04T13:15:00+00:00,8100.0,2.4029362148281646,6.511,6.6336125,0.29463001664061783,0.13986025615056624,0.12634266162453192,0.01263426616245319,0.01263426616245319,0.0031585665406132974,relative_value_negative_zscore_long_only,trailing_stop,,"{""cointegration_pvalue"": null, ""correlation"": 0.83195771, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 171.221312, ""hedge_ratio"": 0.81487219, ""mae_bps"": -43.004147, ""mfe_bps"": 313.315927, ""reference_execution"": ""none"", ""reference_symbols"": [""SOLEUR""], ""relationship_id"": ""AVAXEUR_vs_SOLEUR"", ""zscore"": -3.44371424}"
relative_value_2026_06_22,relative_value_long_only,ADAEUR,buy,2026-06-04T13:15:00+00:00,2026-06-04T20:00:00+00:00,24300.0,602.3660016726343,0.163,0.15974,-1.9637131654527955,-2.916310422013943,0.7776304135193041,0.07776304135193039,0.07776304135193039,0.019440760337982598,relative_value_negative_zscore_long_only,fixed_stop_loss,,"{""cointegration_pvalue"": null, ""correlation"": 0.89284218, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 253.023152, ""hedge_ratio"": 1.75966079, ""mae_bps"": -279.509202, ""mfe_bps"": 143.067485, ""reference_execution"": ""none"", ""reference_symbols"": [""XRPZEUR""], ""relationship_id"": ""ADAEUR_vs_XRPZEUR"", ""zscore"": -2.06435536}"
relative_value_2026_06_22,relative_value_long_only,ADAEUR,buy,2026-06-05T02:00:00+00:00,2026-06-05T02:15:00+00:00,900.0,659.7698716200238,0.147934,0.14497532000000002,-1.9520479237647261,-2.8989863715829975,0.7730109778108339,0.07730109778108338,0.07730109778108338,0.019325274445270844,relative_value_negative_zscore_long_only,fixed_stop_loss,,"{""cointegration_pvalue"": null, ""correlation"": 0.79798856, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 717.230452, ""hedge_ratio"": 1.74422418, ""mae_bps"": -241.661822, ""mfe_bps"": -62.865873, ""reference_execution"": ""none"", ""reference_symbols"": [""XRPZEUR""], ""relationship_id"": ""ADAEUR_vs_XRPZEUR"", ""zscore"": -2.5427577}"
relative_value_2026_06_22,relative_value_long_only,AVAXEUR,buy,2026-06-05T04:00:00+00:00,2026-06-05T04:45:00+00:00,2700.0,15.417543129496265,6.293,6.3613375,1.0535963536119535,0.09761226212283891,0.7803951767258078,0.07803951767258077,0.07803951767258077,0.019509879418145193,relative_value_negative_zscore_long_only,trailing_stop,,"{""cointegration_pvalue"": null, ""correlation"": 0.81684227, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 195.171354, ""hedge_ratio"": 1.15909121, ""mae_bps"": 88.987764, ""mfe_bps"": 233.592881, ""reference_execution"": ""none"", ""reference_symbols"": [""SOLEUR""], ""relationship_id"": ""AVAXEUR_vs_SOLEUR"", ""zscore"": -3.14983066}"
relative_value_2026_06_22,relative_value_long_only,AVAXEUR,buy,2026-06-05T10:45:00+00:00,2026-06-05T12:00:00+00:00,4500.0,15.697528529010766,6.182,6.05836,-1.9408424273268907,-2.8823450888231656,0.768573601221449,0.07685736012214489,0.07685736012214489,0.019214340030536223,relative_value_negative_zscore_long_only,fixed_stop_loss,,"{""cointegration_pvalue"": null, ""correlation"": 0.85961572, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 225.898302, ""hedge_ratio"": 1.32086441, ""mae_bps"": -242.639922, ""mfe_bps"": -58.233581, ""reference_execution"": ""none"", ""reference_symbols"": [""SOLEUR""], ""relationship_id"": ""AVAXEUR_vs_SOLEUR"", ""zscore"": -2.90577927}"
relative_value_2026_06_22,relative_value_long_only,ADAEUR,buy,2026-06-06T03:00:00+00:00,2026-06-06T04:00:00+00:00,3600.0,714.481000989371,0.135015,0.1323147,-1.9293130469715905,-2.865222806057513,0.764007966600753,0.07640079666007529,0.07640079666007529,0.019100199165018823,relative_value_negative_zscore_long_only,fixed_stop_loss,,"{""cointegration_pvalue"": null, ""correlation"": 0.71971341, ""cost_profile"": ""research_stress"", ""expected_move_bps"": 200.788298, ""hedge_ratio"": 0.95225077, ""mae_bps"": -259.082324, ""mfe_bps"": 40.662149, ""reference_execution"": ""none"", ""reference_symbols"": [""XRPZEUR""], ""relationship_id"": ""ADAEUR_vs_XRPZEUR"", ""zscore"": -2.10975299}"
